APN,Longitude,Latitude,Name,Address,Community,ConstructionType,HousingType,HCIDLA_Funded,Leverage,TECB,TDC,Photo
2408006038,-118.3679324,34.23091688,Glenoaks Gardens,"8925 N Glenoaks Blvd  Sun Valley, Ca 91352",SUN VALLEY,New Construction,Special Needs / With Mental Illness,2223673,16396025,0,18619698,http://hcidapp.lacity.org/mpphotos/09-117266/Photo/Website/glenoaks89251512_001-.png
2314008004,-118.3705426,34.21348501,Eecbg - Vineland Place,7843 N Vineland Ave Ca 91352,SUN VALLEY,Rehab,Family,330300,1995205,0,2325505,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
2556022033,-118.3112437,34.25982737,Burns Manor,8155 W Foothill Blvd Ca 91040,SUNLAND,Acquisition + Rehab,Seniors,0,9454441,5245559,14700000,http://hcidapp.lacity.org/mpphotos/08-117194/Photo/Website/burnsmanor8155foothill_.png
2611010055,-118.4510384,34.29027856,El Dorado Family Apartments,12129 N El Dorado Ave Ca 91342,SYLMAR,Acquisition + New Construction,Family,5800000,15462252,0,21262252,http://hcidapp.lacity.org/mpphotos/060009/Photo/Website/CD%207%20-%20El%20Dorado%20Family%20Apts..JPG
2582002017,-118.4698775,34.32402446,Oakridge Family Homes,"15455 Glenoaks Blvd  Los Angeles, Ca 91342",SYLMAR,Rehab,Family,4500000,8548904,0,13048904,http://hcidapp.lacity.org/mpphotos/11-117922/Photo/Website/oakridge4714_002.png
2604021032,-118.4643754,34.3028844,Seven Palms Apts.,12831 N San Fernando Road Ca 91342,SYLMAR,Acquisition + Rehab,Family,0,4707357,5442000,10149357,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
5156018011,-118.2789406,34.07169745,St. Anne'S Transitional Housing,155 N Occidental Blvd Ca 90026,WESTLAKE,New Construction,Special Needs / Foster Youth,2000000,8758249,0,10758249,http://hcidapp.lacity.org/mpphotos/020093/Photo/Website/CD_13_-_St._Anne's_Transitional%202.png
5160010029,-118.2568901,34.06426437,Court Street Apts.,1301 W Court St Ca 90026,ECHO PARK,New Construction,Family,2143000,4691845,0,6834845,http://hcidapp.lacity.org/mpphotos/020285/Photo/Website/CD%201%20-%20Court%20Street%20Apts..JPG
5157020019,-118.269886,34.06912177,Ingram Preservation,234 N Lake St 1-14 Ca 90026,WESTLAKE,Rehab,Large Family / Waiver Required,4900000,6637761,2790000,14327761,http://hcidapp.lacity.org/mpphotos/030159/Photo/Website/IngramPres_Lake.png
5153015002,-118.2620418,34.06033277,Witmer Manor Preservation Apts.,1501 W Miramar St Ca 90026,WESTLAKE,Rehab,Family,0,6846132,8834003,15680135,http://hcidapp.lacity.org/mpphotos/04-117264/Photo/Website/witmer2.png
5152007049,-118.259958,34.05962879,Emerald Terrace Apts.,"1345 W Emerald Dr  Los Angeles, Ca 90026",WESTLAKE,New Construction,Large Family / Waiver Required,4287128,19724861,0,24011989,http://hcidapp.lacity.org/mpphotos/040008/Photo/Website/CD%201%20-%20Emeral%20Terrace%20-%20040008.jpg
5154011012,-118.2724023,34.06629991,Magnolia On Lake,201 S Lake St 1-46 Ca 90057,WESTLAKE,New Construction,Family,2669000,10784854,0,13453854,http://hcidapp.lacity.org/mpphotos/040010/Photo/Website/CD%2013%20-%20Magnolia%20on%20Lake.jpg
5152007027,-118.2600517,34.06046784,Coronita Family,"204 S Lucas Ave 1-21  Los Angeles, Ca 90026",WESTLAKE,Acquisition + New Construction,Family,2269560,5680952,0,7950512,http://hcidapp.lacity.org/mpphotos/050029/Photo/Website/coronita204lucas3of511308(PNG).png
5153030026,-118.2608567,34.06173246,Witmer Heights,116 S Witmer St Ca 90026,WESTLAKE,New Construction,Family,2846000,10865989,0,13711989,http://hcidapp.lacity.org/mpphotos/050036/Photo/Website/CD%2013%20-%20Witmer%20Heights.jpg
5159005023,-118.2651001,34.06909858,"Mediterranean, The / Aka The Mindanao","1800-1812 W Temple St  Los Angeles, Ca 90026",WESTLAKE,New Construction,Large Family / Waiver Required,2559552,10813200,0,13372752,"http://hcidapp.lacity.org/mpphotos/060066/Photo/Website/CD_1_-_Mediterranean,_The__-_060066.png"
5402039027,-118.2664431,34.07368311,Clinton Family Apts.,2114 W Clinton St 1-36 Ca 90026,ECHO PARK,New Construction,Family,2804900,11184695,0,13989595,http://hcidapp.lacity.org/mpphotos/060082/Photo/Website/clintonfam_3(PNG).png
5154001023,-118.2686234,34.06402731,Bonnie Brae Village,208 S Bonnie Brae St 1-92 Ca 90057,WESTLAKE,Acquisition + New Construction,Seniors,10948429,22282386,0,33230815,http://hcidapp.lacity.org/mpphotos/070157/Photo/Website/CD%2013%20-%20Bonnie%20Brae%20Village%20Apts..JPG
5154003009,-118.2692715,34.06363431,Miramar Village,240 S Westlake Ave Ca 90057,WESTLAKE,New Construction,Family,11569040,29891944,0,41460984,http://hcidapp.lacity.org/mpphotos/080009/Photo/Website/CD%2013%20-%20Miramar%20Village.JPG
5426016003,-118.2746456,34.08417426,Vendome Palms,975 N Vendome St 1-36 Ca 90026,SILVER LAKE,Rehab,Special Needs / Homeless,2832750,11031113,0,13863863,http://hcidapp.lacity.org/mpphotos/080057/Photo/Website/Vendome-Palms_overs-639x312.png
5160010001,-118.2562553,34.06447704,Eecbg - Angelina Apartments,"1300 Angelina St  Los Angeles, Ca 90026",ECHO PARK,Rehab,Family,441350,0,0,441350,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
5159015009,-118.2601771,34.06345827,Pwc Family Housing,153 N Glendale Blvd 1-45 Ca 90026,WESTLAKE,New Construction,Family,3406936,16171140,0,19578076,http://hcidapp.lacity.org/mpphotos/11-118584/Photo/Website/PWC%20Family%20Housing.png
5160020051,-118.2542178,34.06607963,Vista Angelina,418 N East Edgeware Road Ca 90026,ECHO PARK,Acquisition + Rehab,Family,0,9932434,6227000,16159434,http://hcidapp.lacity.org/mpphotos/11-118624/Photo/Website/Vista%20Angelina%20png.png
5544010027,-118.3036342,34.10265632,Hollywood Bungalow Courts,"1721 N Kingsley Dr  Los Angeles, Ca 90027",LOS FELIZ,Acquisition + Rehab,Family,4390000,17823840,0,22213840,http://hcidapp.lacity.org/mpphotos/080004/Photo/Website/CD%2014%20-%20Hollywood%20Bungalows%20-%201721%20Kingsley.jpg
5544019004,-118.3069606,34.09897298,Hollywood Bungalow Courts (Site 2),"1516 N Serrano Ave  Los Angeles, Ca 90027",EAST HOLLYWOOD,Acquisition + Rehab,Family,4390000,17823840,0,22213840,http://hcidapp.lacity.org/mpphotos/080004/Photo/Website%20Site2/CD%2013%20-%20Hollywood%20Bungalows%20-%201516%20Serrano.jpg
5544019002,-118.3069661,34.09960971,Hollywood Bungalow Courts (Site 3),"1544 N Serrano Ave  Los Angeles, Ca 90027",EAST HOLLYWOOD,Acquisition + Rehab,Family,4390000,17823840,0,22213840,http://hcidapp.lacity.org/mpphotos/080004/Photo/Website%20Site3/Cd%2013%20-%20Hollywood%20Bungalows%20-%201544%20Serrano.png
5544019001,-118.3069685,34.09990033,Hollywood Bungalow Courts (Site 4),"1554 N Serrano Ave  Los Angeles, Ca 90027",EAST HOLLYWOOD,Acquisition + Rehab,Family,4390000,17823840,0,22213840,http://hcidapp.lacity.org/mpphotos/080004/Photo/Website%20Site4/CD%2013%20-%20Hollywood%20Bungalows%20-%201554%20Serrano.png
2558034032,-118.2997634,34.25468146,Day Street Apartments,"7647 W Day St 1-3  Los Angeles, Ca 91042",TUJUNGA,New Construction,Special Needs,1745082,12860088,0,14605170,http://hcidapp.lacity.org/mpphotos/12-118770/Photo/Website/Day%20Street.png
5124031012,-118.2776354,34.032512,Alegria Apartments,801 W 23Rd St Ca 90007,UNIVERSITY PARK,Rehab,Family,602162,3087124,0,3689286,http://hcidapp.lacity.org/mpphotos/020291/Photo/Website/CD%201%20-%20Alegria%20-%20020291.jpg
5123011023,-118.2801982,34.02589466,Windward Apts (A/B) (Site 10),710 W 30Th St Ca 90007,UNIVERSITY PARK,Rehab,Family,0,7438473,4641342,12079815,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
5124011008,-118.2810621,34.03158203,Hdr I & Ii (Site 4),2375 S Scarff St Ca 90007,UNIVERSITY PARK,Rehab,Family,0,8116043,6787000,14903043,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
5055027031,-118.2872962,34.02978746,Hdr I & Ii (Site 5),2714 S Orchard Ave Ca 90007,UNIVERSITY PARK,Rehab,Family,0,8116043,6787000,14903043,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
5055026019,-118.2873071,34.03200215,Queen Apartments,2620 S Orchard Ave Ca 90007,UNIVERSITY PARK,Rehab,Family,0,10271751,7300000,17571751,http://hcidapp.lacity.org/mpphotos/07-117237/Photo/Website/Queens%20Apt%20(site1)%202620%20Orchid.png
5124031013,-118.2777903,34.0325633,Two World Apartments,809 23Rd St Ca 90007,UNIVERSITY PARK,Rehab,Seniors,3225000,17094146,0,20319146,http://hcidapp.lacity.org/mpphotos/070172/Photo/Website/Two%20Worlds%20809%20W.%2023rd%20St.%20-%20070172.png
6117009027,-118.2913982,33.92327314,Academy Hall,12010 S Vermont Ave Ca 90044,HARBOR GATEWAY,Rehab,Family,0,6631570,2278011,8909581,http://hcidapp.lacity.org/mpphotos/09-117197/Photo/Website/BONDS%20Burns%20Manor.png
2327017034,-118.4176278,34.201029,Colonia Corona Apts. (Csp I),13044 W Sherman Way Ca 91605,VALLEY GLEN,New Construction,Family,10527004,5835087,2918726,19280817,http://hcidapp.lacity.org/mpphotos/000115/Photo/Website/CD%202%20-%20Colonia%20Corona.JPG
2328014046,-118.4264482,34.19408542,Hfl Van Nuys Apartments,13457 W Vanowen St Ca 91405,VALLEY GLEN,New Construction,Special Needs / Mentally Ill Individuals,975900,2688221,0,3664121,http://hcidapp.lacity.org/mpphotos/030115/Photo/Website/CD%202%20-%20HFL%20Van%20Nuys.jpg
2216034019,-118.4328997,34.20226039,Ivy Terrace  Aka Three Courtyards Apts.,"13751 W Sherman Way 1-52  Los Angeles, Ca 91405",VALLEY GLEN,New Construction,Large Family / Waiver Required,7762524,16182763,0,23945287,http://hcidapp.lacity.org/mpphotos/080055/Photo/Website/080055.JPG
2216002058,-118.4398133,34.20286597,Hazeltine & Wyandotte,"7250 N Hazeltine Ave  Van Nuys, Ca 91405",VALLEY GLEN,Acquisition + Rehab,Family,0,7193281,10381000,17574281,http://hcidapp.lacity.org/mpphotos/12-119044/Photo/Website/150_1637.png
2210027012,-118.4526389,34.20924025,Saticoy Gardens,14649 W Saticoy St Ca 91405,VAN NUYS,New Construction,Large Family / Waiver Required,2003000,4126190,1100000,7229190,http://hcidapp.lacity.org/mpphotos/020206/Photo/Website/CD%206%20-%20Saticoy%20Gardens%20Apts..jpg
2217009015,-118.4471865,34.19406919,Hfl Vanowen Apartments,14419 W Vanowen St Ca 91405,VAN NUYS,New Construction,Special Needs,1225000,5917180,0,7142180,http://hcidapp.lacity.org/mpphotos/050055/Photo/Website/CD%206%20-%20HFL%20Vanowen%20Apts.jpg
2218021034,-118.4557733,34.201401,Fickett Towers,14801 W Sherman Way Ca 91405,VAN NUYS,Acquisition + Rehab,Seniors,0,5648228,15500000,21148228,http://hcidapp.lacity.org/mpphotos/11-118659/Photo/Website/Fickett.png
2218023009,-118.4520279,34.20289229,Hazeltine & Wyandotte (Site 2),"14630 W Wyandotte St  Van Nuys, Ca 91405",VAN NUYS,Acquisition + Rehab,Family,0,7193281,10381000,17574281,http://hcidapp.lacity.org/mpphotos/12-119044/Photo/Website%20Site2/150_1643.png
2221019117,-118.4647823,34.20144709,Vistas Apartments,15211 W Sherman Way 1-99 Ca 91405,VAN NUYS,Acquisition + Rehab,Seniors,0,11506201,10707645,22213846,http://hcidapp.lacity.org/mpphotos/13-119140/Photo/Website/Vistas%20Apartmetns.png
2219007027,-118.4520811,34.20013377,West Valley Towers,14650 W Sherman Way Ca 91405,VAN NUYS,Acquisition + Rehab,Seniors,0,12527434,10920000,23447434,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
4226006006,-118.4742453,33.98837452,Horizon Apartments,"15 E Horizon Ave  Venice, Ca 90291",VENICE,Rehab,Special Needs / Homeless With Disabilities,750000,4590602,0,5340602,http://hcidapp.lacity.org/mpphotos/09-117283/Photo/Website/Horizon%20Apartments.png
6020020027,-118.2830067,33.97011867,Figueroa Senior Housing,"7621 S Figueroa St 1-11  Los Angeles, Ca 90044",VERMONT KNOLLS,New Construction,Seniors,4650000,6013775,0,10663775,http://hcidapp.lacity.org/mpphotos/11-117842/Photo/Website/11-117842.JPG
5017027032,-118.2919123,33.99832338,Vermont Avenue Apartments,4915 S Vermont Ave 1-49 Ca 90037,VERMONT SQUARE,New Construction,Family,3017456,15172897,0,18190353,http://hcidapp.lacity.org/mpphotos/10-117605/Photo/Website/10-117605.JPG
6041003037,-118.2736896,33.95788446,Las Brisas,8760 S Main St Ca 90003,VERMONT VISTA,New Construction,Large Family / Waiver Required,5616938,10809341,0,16426279,http://hcidapp.lacity.org/mpphotos/040005/Photo/Website/CD%208%20-%20Las%20Brisas.jpg
6040026034,-118.2771,33.95634786,Leeward Apts.,230 W 88Th Pl 1-12 Ca 90003,VERMONT VISTA,Rehab,Family,0,7103994,10208936,17312930,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
6032026027,-118.2848285,33.96562557,Windward Apts (A/B) (Site 3),621 W 81St St 1-11 Ca 90044,VERMONT VISTA,Rehab,Family,0,7438473,4641342,12079815,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
6053015041,-118.2746044,33.94658232,Windward Apts (A/B) (Site 16),111 W 99Th St 1-4 Ca 90003,VERMONT VISTA,Rehab,Family,0,7438473,4641342,12079815,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
6032020018,-118.2848308,33.96226622,Windward Apts (A/B) (Site 18),621 W 84Th St 1-5 Ca 90044,VERMONT VISTA,Rehab,Family,0,7438473,4641342,12079815,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
6038001020,-118.2837311,33.95893728,Two World Apartments (Site 2),8640 S Denver Ave 1-8 Ca 90044,VERMONT VISTA,Rehab,Seniors,3225000,17094146,0,20319146,http://hcidapp.lacity.org/mpphotos/070172/Photo/Website%20Site2/Two%20Worlds%20%208640%20S.%20Denver%20-%20070172.png
6053022008,-118.2779601,33.94529997,Milan Town Homes,10006 S Broadway Ca 90003,VERMONT VISTA,New Construction,Family,1600000,6340418,0,7940418,http://hcidapp.lacity.org/mpphotos/09-117382/Photo/Website/milan10006sbroad_010-.png
6053006926,-118.2768987,33.95052044,Broadway Villas,"9413 S Spring St 101-116  Los Angeles, Ca 90003",VERMONT VISTA,New Construction,Seniors,4500000,9452553,0,13952553,http://hcidapp.lacity.org/mpphotos/10-117596/Photo/Website/Broadway%20Villas.jpg
6032019034,-118.2865931,33.96305545,Martha Bryant Manor- Recap,8300 S Hoover St Ca 90044,VERMONT VISTA,Rehab,Large Family / Waiver Required,0,7558174,4410000,11968174,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
5108021026,-118.2566833,33.99988088,Mount Zion Towers,4827 S Central Ave 1-118 Ca 90011,SOUTH PARK,Rehab,Seniors,1833759,2925649,3701300,8460708,http://hcidapp.lacity.org/mpphotos/020288/Photo/Website/CD%209%20-%20Mount%20Zion.JPG
5115019033,-118.2566917,34.00694663,Dunbar Village,"4225 S Central Ave  Los Angeles, Ca 90011",HISTORIC SOUTH-CENTRAL,Acquisition + Rehab,Family,12019660,17563532,0,29583192,http://hcidapp.lacity.org/mpphotos/11-117837/Photo/Website/Dunbar%20Village.JPG
5115019908,-118.256689,34.00744663,Dunbar Village (Site 2),4201 S Central Ave Ca 90011,HISTORIC SOUTH-CENTRAL,Acquisition + Rehab,Family,12019660,17563532,0,29583192,http://hcidapp.lacity.org/mpphotos/11-117837/Photo/Website%20Site2/dunbar4914_005%20copy.png
5115018900,-118.2566975,34.00651736,Dunbar Village (Site 3),4251 S Central Ave Ca 90011,HISTORIC SOUTH-CENTRAL,Acquisition + Rehab,Family,12019660,17563532,0,29583192,http://hcidapp.lacity.org/mpphotos/11-117837/Photo/Website%20Site3/Dunbar2[1].jpg
5103023033,-118.2566452,33.99418769,Central Avenue Village Square,1060 E 53Rd St Ca 90011,SOUTH PARK,Acquisition + Rehab,Family,0,10539506,3007104,13546610,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
5108022001,-118.2567303,34.00066437,One Wilkins Place,"1071 E 48Th St  Los Angeles, Ca 90011",SOUTH PARK,Acquisition + Rehab,Family,0,3657261,1174874,4832135,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
5108021026,-118.2566833,33.99988088,Juanita Tate Legacy Towers,4827 S Central Ave 1-118 Ca 90011,SOUTH PARK,Acquisition + Rehab,N/A,0,0,17125000,17125000,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
5072036002,-118.3190868,34.04683402,Second Avenue Apartments,1309 S 2Nd Ave Ca 90019,ARLINGTON HEIGHTS,Rehab,Seniors,350829,3049057,0,3399886,http://hcidapp.lacity.org/mpphotos/060064/Photo/Website/Second%20Avenue%20-%20060064.jpg
5072037019,-118.3178955,34.04609719,Professional Hsg. & Dev. Apts. (Ph & D) (Site 3),"1401 S Arlington Ave  Los Angeles, Ca 90019",ARLINGTON HEIGHTS,Rehab,Family,4575000,10250907,0,14825907,http://hcidapp.lacity.org/mpphotos/080053/Photo/Website%20Site3/PH&D%201401%20Arlington.jpg
6065010050,-118.2537902,33.94081903,Leeward Apts. (Site 11),"1206 E 105Th St  Los Angeles, Ca 90002",WATTS,Rehab,Family,0,7103994,10208936,17312930,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
6065010046,-118.2539356,33.93949718,Leeward Apts. (Site 12),10634 S Central Ave Ca 90002,WATTS,Rehab,Family,0,7103994,10208936,17312930,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
6065010054,-118.2539391,33.93919636,Leeward Apts. (Site 13),10648 S Central Ave Ca 90002,WATTS,Rehab,Family,0,7103994,10208936,17312930,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
6066019011,-118.2318129,33.93947407,Lexington Apartments A/B (Site 9),10607 S Kalmia St Ca 90002,WATTS,Rehab,Family,0,6771719,10247566,17019285,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
6065001052,-118.2539294,33.94133241,Imani Fe East & West,10424 S Central Ave 1-49 Ca 90002,WATTS,New Construction,Family,6001178,31661768,0,37662946,http://hcidapp.lacity.org/mpphotos/060059/Photo/Website/CD_8_-_Imani_Fe_West.png
6048001024,-118.2476655,33.95200256,Mccoy Plaza Apartments,"9315 S Firth Blvd 1-8  Los Angeles, Ca 90002",WATTS,New Construction,Family,5985000,41513856,0,47498856,http://hcidapp.lacity.org/mpphotos/070044/Photo/Website/070044.jpg
5059004029,-118.3330623,34.03429035,Rosa Parks Villas,2440 S Crenshaw Blvd Ca 90018,JEFFERSON PARK,New Construction,Seniors,6635267,12056911,0,18692178,http://hcidapp.lacity.org/mpphotos/070033/Photo/Website/CD%2010%20-%20Rosa%20Parks%20Villas%20-%20070033.png
5074031027,-118.3024358,34.03921865,Ingram Preservation (Site 2),1935 S La Salle Ave 1-33 Ca 90018,WEST ADAMS,Rehab,Large Family / Waiver Required,4900000,6637761,2790000,14327761,http://hcidapp.lacity.org/mpphotos/030159/Photo/Website%20Site2/IngramPres_LaSalle.png
5060029026,-118.3187027,34.03733059,Ingram Preservation (Site 4),2120 S 2Nd Ave Ca 90018,WEST ADAMS,Rehab,Large Family / Waiver Required,4900000,6637761,2790000,14327761,http://hcidapp.lacity.org/mpphotos/030159/Photo/Website%20Site4/2nd%20Ave%202.png
5054020020,-118.2955309,34.03317661,Lexington Apartments A/B (Site 6),2521 S Juliet St Ca 90007,WEST ADAMS,Rehab,Family,0,6771719,10247566,17019285,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
5058021013,-118.3042052,34.03375839,Lexington Apartments A/B (Site 10),1835 W 25Th St Ca 90018,WEST ADAMS,Rehab,Family,0,6771719,10247566,17019285,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
5055019031,-118.2842032,34.0363552,Windward Apts (A/B),2131 S Hoover St Ca 90007,WEST ADAMS,Rehab,Family,0,7438473,4641342,12079815,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
5056030010,-118.2893208,34.03800133,Windward Apts (A/B) (Site 2),1514 W 20Th St Ca 90007,WEST ADAMS,Rehab,Family,0,7438473,4641342,12079815,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
5058023044,-118.3055384,34.03618119,Windward Apts (A/B) (Site 20),2210 S La Salle Ave Ca 90018,WEST ADAMS,Rehab,Family,0,7438473,4641342,12079815,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
5051015008,-118.3280769,34.03143606,Windward Apts (A/B) (Site 9),3922 W 27Th St Ca 90018,WEST ADAMS,Rehab,Family,0,7438473,4641342,12079815,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
5075037024,-118.2958465,34.03823876,Professional Hsg. & Dev. Apts. (Ph & D) (Site 4),"1745 W 20Th  Los Angeles, Ca 90007",WEST ADAMS,Rehab,Family,4575000,10250907,0,14825907,http://hcidapp.lacity.org/mpphotos/080053/Photo/Website%20Site4/PH&D%201400%20Kenmore.jpg
5001024019,-118.2829811,33.99255421,Mimmim Town Homes,5417 S Figueroa St 1-21 Ca 90037,VERMONT-SLAUSON,New Construction,Family,945683,6101295,0,7046978,http://lahd.lacity.org/mpphotos/060012/Photo/Website/CD%209%20-%20Mimmim%20Townhomes.jpg
5003029016,-118.3082097,33.98982777,Hdr I & Ii,1733 W 58Th St Ca 90062,HARVARD PARK,Rehab,Family,0,8116043,6787000,14903043,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
5020025015,-118.2930958,34.00538262,Hdr I & Ii (Site 2),1040 W 43Rd St Ca 90037,VERMONT SQUARE,Rehab,Family,0,8116043,6787000,14903043,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
5015013017,-118.3139716,33.99969958,Two World Apartments (Site 4),4807 S Gramercy Pl Ca 90062,VERMONT SQUARE,Rehab,Seniors,3225000,17094146,0,20319146,http://hcidapp.lacity.org/mpphotos/070172/Photo/Website%20Site4/Two%20Worlds%20%204807%20Gramercy%20Pl.%20-%20070172.png
5020027008,-118.2932593,34.00720309,Two World Apartments (Site 6),1048 W 42Nd St Ca 90037,VERMONT SQUARE,Rehab,Seniors,3225000,17094146,0,20319146,http://hcidapp.lacity.org/mpphotos/070172/Photo/Website%20Site6/Two%20Worlds%201048%20W%2042nd%20St.%20-%20070172.png
5019023029,-118.2836146,34.00977421,Stovall Villas,535 W 41St St 1-32 Ca 90037,VERMONT SQUARE,New Construction,Seniors,4230942,4868100,0,9099042,http://hcidapp.lacity.org/mpphotos/09-117207/Photo/Website/Stovall%20villas.jpg
5005020011,-118.3127159,33.99384194,La Pro Ii (Site 4),5311 S Ruthelen St Ca 90062,VERMONT SQUARE,New Construction,Family,2000000,31674331,0,33674331,http://hcidapp.lacity.org/mpphotos/11-118571/Photo/Website%20Site4/la%20pro%20ii%2011-118571b.JPG
5001021032,-118.2829381,33.99218542,Figueroa Senior Housing,5503 S Figueroa St Ca 90037,VERMONT-SLAUSON,Rehab,N/A,0,4001864,1584000,5585864,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
5154026023,-118.2732272,34.05895781,Historic Barbizon Hotel Apts.,1927 W 6Th St 1-51 Ca 90057,WESTLAKE,Rehab,Family,5009394,13935814,0,18945208,http://hcidapp.lacity.org/mpphotos/000111/Photo/Website/CD_1_-_Barbizon_Hotel.png
5155029010,-118.2792257,34.06164023,Asbury,2501 W 6Th St Ca 90057,WESTLAKE,Rehab,Seniors,4018000,3307020,5600000,12925020,http://hcidapp.lacity.org/mpphotos/020279/Photo/Website/CD%201%20-%20Asbury%20Apts..jpg
5153006024,-118.2676898,34.05844277,Union Point,420 S Union Dr 1-21 Ca 90017,WESTLAKE,New Construction,Large Family / Waiver Required,2334000,5910494,0,8244494,http://hcidapp.lacity.org/mpphotos/050035/Photo/Website/CD%201%20-%20Union%20Point%20Apts.jpg
5143013029,-118.2686965,34.05362764,Concord Apartments (Grp. A & B),1348 W Ingraham St Ca 90017,WESTLAKE,Rehab,Family,0,7334438,8579256,15913694,http://hcidapp.lacity.org/mpphotos/06-117195/Photo/Website/BONDS%20Concord%20A%20&%20B.png
5153005027,-118.2693032,34.05788472,Concord Apartments (Grp. A & B) (Site 2),522 S Union Ave Ca 90017,WESTLAKE,Rehab,Family,0,7334438,8579256,15913694,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
5141014008,-118.2818427,34.05732893,Concord Apartments (Grp. A & B) (Site 3),743 S Carondelet St Ca 90057,WESTLAKE,Rehab,Family,0,7334438,8579256,15913694,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
5141024013,-118.2822901,34.05617997,Carondelet Court Apt Homes,"816 S Carondelet St 1-33  Los Angeles, Ca 90057",WESTLAKE,New Construction,Family,2587880,10716545,0,13304425,http://hcidapp.lacity.org/mpphotos/060006/Photo/Website/CD%201%20-%20Carondelet%20Court.JPG
5154031033,-118.274953,34.06145423,Villas Del Lago,456 S Lake St Ca 90057,WESTLAKE,New Construction,Family,5282280,20093729,0,25376009,http://hcidapp.lacity.org/mpphotos/060068/Photo/Website/CD%201%20-%20Villas%20Del%20Lago.jpg
5154032016,-118.2760678,34.06164088,Macarthur Park Tower,450 S Grand View St Ca 90057,WESTLAKE,Acquisition + Rehab,Seniors,0,21975257,7387654,29362911,http://hcidapp.lacity.org/mpphotos/07-117236/Photo/Website/BONDS%20MacArthur%20Park%20Tower%20(wide%20shot).png
5153023017,-118.2629692,34.05631632,Queen Apartments (Site 3),445 S Lucas Ave Ca 90017,WESTLAKE,Rehab,Family,0,10271751,7300000,17571751,http://hcidapp.lacity.org/mpphotos/07-117237/Photo/Website%20Site3/Queens%20(site3)%20445%20Lucas.png
5153023019,-118.2630444,34.05619402,Queen Apartments (Site 4),451 S Lucas Ave Ca 90017,WESTLAKE,Rehab,Family,0,10271751,7300000,17571751,http://hcidapp.lacity.org/mpphotos/07-117237/Photo/Website%20Site4/Queens%20Apt%20(site4)%20457%20Lucas.png
5153005026,-118.2692622,34.05794082,Queen Apartments (Site 5),516 S Union Ave Ca 90017,WESTLAKE,Rehab,Family,0,10271751,7300000,17571751,http://hcidapp.lacity.org/mpphotos/07-117237/Photo/Website%20Site5/Queens%20Apt(site5)%20516%20Union.png
5141013029,-118.2831974,34.0591635,Seven Maples,2618 W 7Th St Ca 90057,WESTLAKE,New Construction,Seniors,4124520,14506378,0,18630898,http://hcidapp.lacity.org/mpphotos/070034/Photo/Website/CD%201%20-%20Seven%20Maples.jpg
5153023008,-118.2632679,34.05710165,Andalucia Heights,450 S Hartford Ave Ca 90017,WESTLAKE,New Construction,Family,5354118,19753513,0,25107631,http://hcidapp.lacity.org/mpphotos/08-117188/Photo/Website/andalucia%20heights.png
5142002904,-118.2749958,34.05664078,Macarthur Park Metro Apts-Phase A,"681 S Bonnie Brae St  Los Angeles, Ca 90057",WESTLAKE,New Construction,Family,10935748,14269866,2450000,27655614,http://hcidapp.lacity.org/mpphotos/080006/Photo/Website/macparkmetro1901_7th_7213019%20[2].png
5142015004,-118.2747995,34.05264258,Young Burlington Apartments,"820 S Burlington Ave 1-21  Los Angeles, Ca 90017",WESTLAKE,New Construction,Special Needs,1845000,9161655,0,11006655,http://hcidapp.lacity.org/mpphotos/080011/Photo/Website/080011.png
