APN,Longitude,Latitude,Name,Address,Community,ConstructionType,HousingType,HCIDLA_Funded,Leverage,TECB,TDC,Photo
5154026026,-118.2722913,34.05924051,Bonnie Brae Apartment Homes,"501 S Bonnie Brae St  Los Angeles, Ca 90057",WESTLAKE,New Construction,Family,6400000,19143914,0,25543914,http://hcidapp.lacity.org/mpphotos/080051/Photo/Website/bonniebrae500_12-.png
5141001036,-118.2751166,34.05883759,Parkview On The Park,622 S Alvarado St Ca 90057,WESTLAKE,Rehab,Special Needs,6000000,15159034,0,21159034,http://hcidapp.lacity.org/mpphotos/080056/Photo/Website/080056%2009-05-2008.jpg
5143024008,-118.2628616,34.05322014,Bixel House Apartments,625 S Bixel St Ca 90017,WESTLAKE,Rehab,Special Needs / Low Income Individuals,850000,10220352,0,11070352,http://hcidapp.lacity.org/mpphotos/10-117625/Photo/Website/Bixel%20House.jpg
5141010007,-118.2827009,34.0612979,Eecbg - Bryson Family Apts.,2701 W Wilshire Blvd Ca 90057,WESTLAKE,Rehab,Family,240127,0,0,240127,http://hcidapp.lacity.org/mpphotos/10-117850/Photo/Website/bryson%20family%20apts%20png.png
5154035003,-118.2767592,34.0641507,Knob Hill Apts.,"2403 W 4Th St  Los Angeles, Ca 90057",WESTLAKE,New Construction,Special Needs / Seniors-Hiv/Aids,1100000,13788616,0,14888616,http://hcidapp.lacity.org/mpphotos/12-118876/Photo/Website/Nob%20Hills.png
5141025005,-118.2826068,34.05640325,The Six (Formerly Carondelet Apartments),"811 S Carondelet St  Los Angeles, Ca 90057",WESTLAKE,New Construction,Special Needs / Homeless,4277100,11875978,0,16153078,http://hcidapp.lacity.org/mpphotos/13-119320/Photo/Website/thesix.png
5154026001,-118.272309,34.05891431,The Paseo At Californian,1901 W 6Th St Ca 90057,WESTLAKE,New Construction,Family,11261417,5078417,10600000,26939834,http://hcidapp.lacity.org/mpphotos/14-121117/Photo/Website/Paseo%20At%20Californian.png
5148025025,-118.2471476,34.04115599,Yankee Hotel,501 E 7Th St Ca 90014,DOWNTOWN,Rehab,Special Needs,2019320,8432786,0,10452106,http://hcidapp.lacity.org/mpphotos/010315/Photo/Website/CD%209%20-%20The%20Yankee%20Hotel.jpg
5147029002,-118.2441714,34.03905326,New Terminal Hotel,901 E 7Th St Ca 90021,DOWNTOWN,Rehab,Special Needs,2115000,3342950,0,5457950,http://hcidapp.lacity.org/mpphotos/020277/Photo/Website/CD_14_-_New_Terminal[1].png
5148025008,-118.2462963,34.04145399,Rainbow Apartments,645 S San Pedro St Ca 90014,DOWNTOWN,New Construction,Special Needs,3500000,13279250,0,16779250,http://hcidapp.lacity.org/mpphotos/030156/Photo/Website/CD%209%20-%20Rainbow%20Apts..jpg
5131008039,-118.25319,34.02469191,Lexington Apartments A/B (Site 13),1151 E 20Th St Ca 90011,HISTORIC SOUTH-CENTRAL,Rehab,Family,0,6771719,10247566,17019285,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
5148025017,-118.2460297,34.0417958,Abbey Apartments,625 S San Pedro St 1-115 Ca 90014,DOWNTOWN,New Construction,Special Needs / Disability,3500000,23108748,1091000,27699748,http://hcidapp.lacity.org/mpphotos/050028/Photo/Website/CD%209%20-%20Abbey%20Apts.JPG
5148024007,-118.2479983,34.04176795,Lyndon Hotel,413 E 7Th St Ca 90014,DOWNTOWN,Rehab,Special Needs / Homeless/Mentally Ill,2035070,6438646,0,8473716,http://hcidapp.lacity.org/mpphotos/060011/Photo/Website/Lyndon.png
5148012009,-118.2445397,34.04356859,Charles Cobb Apartments,"521 S San Pedro St  Los Angeles, Ca 90013",DOWNTOWN,New Construction,Special Needs,3772148,16506143,0,20278291,http://hcidapp.lacity.org/mpphotos/060162/Photo/Website/CD_9_-_Charles_Cobb_Apts.__-__060162[1].png
5148012005,-118.2447444,34.04439059,James M. Wood,408 E 5Th St Ca 90013,DOWNTOWN,New Construction,Special Needs,4160000,10555970,0,14715970,http://hcidapp.lacity.org/mpphotos/070043/Photo/Website/James%20M%20Wood%20HIMS%20070043_Picture.png
5148014013,-118.2457717,34.04384912,Renato Apartments,531 S San Julian St 1-96 Ca 90013,DOWNTOWN,New Construction,Special Needs / Homeless,9500000,16649424,0,26149424,http://hcidapp.lacity.org/mpphotos/070168/Photo/Website/Renato.jpg
5174024020,-118.2202012,34.04738856,Boyle Hotel,101 N Boyle Ave Ca 90033,BOYLE HEIGHTS,Rehab,Family,4265571,20018291,0,24283862,http://hcidapp.lacity.org/mpphotos/10-117557/Photo/Website/10-117557.JPG
5164009012,-118.2380019,34.03828348,Eecbg - Las Americas Hotel,1205 E 6Th St Ca 90013,DOWNTOWN,Rehab,Family,221216,1518288,0,1739504,http://hcidapp.lacity.org/mpphotos/10-117849/Photo/Website/Las-Americas-Hotel2.png
5163017900,-118.231973,34.04797944,One Santa Fe,100 S Santa Fe Ave Ca 90012,DOWNTOWN,New Construction,Family,4000000,94077717,0,98077717,http://hcidapp.lacity.org/mpphotos/10-117900/Photo/Website/10-117900.jpg
5148012019,-118.2444398,34.0439229,Gateways Apartments,505 S San Pedro St Ca 90013,DOWNTOWN,New Construction,Special Needs,9411904,19989366,0,29401270,http://hcidapp.lacity.org/mpphotos/11-117804/Photo/Website/gateway505sanpedro_102213004.png
5148023020,-118.2476056,34.04350139,Star Apartments,240 E 6Th St Ca 90014,DOWNTOWN,New Construction,Special Needs,3000000,37140676,0,40140676,http://hcidapp.lacity.org/mpphotos/11-117809/Photo/Website/STAR_APARTMENTSmaple-845x684.png
5414013900,-118.2369149,34.06479765,Blossom Plaza,900 N North Broadway Ca 90012,CHINATOWN,New Construction,Family,5300270,22244151,0,27544421,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
5131006005,-118.2568401,34.02711997,Washington 722 Tod,722 E Washington Blvd Ca 90011,HISTORIC SOUTH-CENTRAL,New Construction,Family,2280000,23788431,0,26068431,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
7417011900,-118.2741804,33.77484688,New Dana Strand Townhomes,425 N Wilmington Blvd Ca 90744,WILMINGTON,New Construction,Family,2904285,31786029,2090000,36780314,http://hcidapp.lacity.org/mpphotos/050005/Photo/Website/CD%2015%20-%20New%20Dana%20Strand%20Townhomes.JPG
7417012905,-118.2761601,33.77359997,Dana Strand Sr. Apts.,410 N Hawaiian Ave 1-100 Ca 90744,WILMINGTON,New Construction,Seniors,3840000,8320832,10147212,22308044,http://hcidapp.lacity.org/mpphotos/09-117267/Photo/Website/danastrand111611_008-.png
7423020046,-118.2581309,33.78532723,Banning Villa Apartment,"1100 N Banning Blvd  Wilmington, Ca 90744",WILMINGTON,Rehab,Seniors,0,10965825,10100000,21065825,http://hcidapp.lacity.org/mpphotos/13-118975/Photo/Website/banning%205.png
5077020016,-118.2847641,34.05860346,Leeward Apts. (Site 4),2818 W Leeward Ave Ca 90005,WESTLAKE,Rehab,Family,0,7103994,10208936,17312930,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
5077027011,-118.2862216,34.05575385,Concord Apartments (Grp. A & B) (Site 5),2674 W James M Wood Blvd Ca 90006,WESTLAKE,Rehab,Family,0,7334438,8579256,15913694,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
5077023015,-118.2896855,34.0575119,Caroline Severance Manor,"2914 - 2924 W 8Th St  Los Angeles, Ca 90005",KOREATOWN,New Construction,Special Needs,891000,31386403,0,32277403,http://hcidapp.lacity.org/mpphotos/11-117793/Photo/Website/severancemanor4814_007.png
5518029006,-118.2939857,34.070033,The Berendos Apts.,226 S Berendo St Ca 90004,KOREATOWN,Acquisition + Rehab,Special Needs / Formerly Homeless/Mental Illness,0,0,8115543,8115543,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
5518022016,-118.2943204,34.06980132,The Berendos Apts. (Site 2),235 S Berendo St Ca 90004,KOREATOWN,Acquisition + Rehab,Special Needs / Formerly Homeless/Mental Illness,0,0,8115543,8115543,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
5501018002,-118.2849869,34.07300098,Beverly Terrace,3314 W Beverly Blvd Ca 90004,WESTLAKE,New Construction,Special Needs,6332409,13740176,951500,21024085,http://hcidapp.lacity.org/mpphotos/14-121629/Photo/Website/150_2873.png
